,time_stamp,ADMI_pitch_pos,ADMI_yaw_pos,ADMI_pitch_vel,ADMI_yaw_vel,ADMI_pitch_acc,ADMI_yaw_acc,pitch_torque,yaw_torque,task_num,target_num
0,1733536880.9585772,-45.000009361986116,70.00001456308951,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0
1,1733536880.9624555,-45.000009361986116,70.00001456308951,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0
2,1733536880.9664457,-45.000009361986116,70.00001456308951,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0
3,1733536880.9704773,-45.000009361986116,70.00001456308951,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0
4,1733536880.9750004,-45.00001881798287,69.99998865900625,-0.00236399918794632,-0.006476020812988282,-0.5909997969865799,-1.6190052032470703,-0.005909997969865799,-0.016190052032470703,1.0,1.0
5,1733536880.9792328,-45.000037616504414,69.99993716168875,-0.004699630385637284,-0.012874329376220704,-0.583907799422741,-1.5995771408081054,-0.005909997969865799,-0.016190052032470703,1.0,1.0
6,1733536880.9832458,-45.000067003842226,69.9998580263042,-0.007346834452795983,-0.01978384613647461,-0.6618010167896747,-1.7273791900634765,-0.006758999079465866,-0.017660021781921387,1.0,1.0
7,1733536880.9873326,-45.00011453453275,69.99973900859693,-0.011882672631050969,-0.029754426814501952,-1.1339595445637465,-2.4926451695068357,-0.011560000479221344,-0.025519967079162598,1.0,1.0
8,1733536880.9917748,-45.000183829251824,69.99957402701995,-0.01732367976926382,-0.0412453942463168,-1.3602517845532125,-2.872741857953711,-0.013958998024463654,-0.029620051383972168,1.0,1.0
9,1733536880.9957173,-45.000274626831114,69.99936363313967,-0.022699394821818118,-0.05259847006894987,-1.343928763138574,-2.8382689556582665,-0.013958998024463654,-0.029620051383972168,1.0,1.0
10,1733536880.9996817,-45.00038666923629,69.99910837190374,-0.028010601293741763,-0.06381530898171134,-1.3278016179809111,-2.8042097281903673,-0.013958998024463654,-0.029620051383972168,1.0,1.0
11,1733536881.0039525,-45.00052374153227,69.99879239778642,-0.03426807399372132,-0.0789935293327687,-1.5643681749948888,-3.7945550877643384,-0.01648399978876114,-0.03986001014709473,1.0,1.0
