,time_stamp,ADMI_pitch_pos,ADMI_yaw_pos,ADMI_pitch_vel,ADMI_yaw_vel,ADMI_pitch_acc,ADMI_yaw_acc,pitch_torque,yaw_torque,task_num,target_num
0,1733537247.7981641,-45.00000854602237,70.00001403513541,0.00020399093627929688,-0.000131988525390625,0.05099773406982422,-0.03299713134765625,0.0005099773406982422,-0.0003299713134765625,1.0,2.0
1,1733537247.802685,-45.00000666772952,70.00001244797645,0.00046957321166992186,-0.0003967897415161132,0.06639556884765624,-0.06620030403137206,0.0006700754165649414,-0.0006659626960754395,1.0,2.0
2,1733537247.806872,-45.00000311596178,70.0000099758755,0.0008879419342041016,-0.0006180252357482909,0.10459218063354492,-0.05530887355804443,0.0010600090026855469,-0.0005649924278259277,1.0,2.0
3,1733537247.811052,-44.99999715873329,70.00000686624922,0.0014893071235473634,-0.0007774065708587646,0.15034129733581542,-0.03984533377761841,0.0015300512313842773,-0.0004169940948486328,1.0,2.0
4,1733537247.8151731,-44.99998949686849,70.00000320361406,0.001915466199783545,-0.0009156587924723266,0.1065397690590454,-0.034563055403390504,0.001110076904296875,-0.00036895275115966797,1.0,2.0
5,1733537247.8192668,-44.999979318837546,69.999996960991,0.0025445077355130954,-0.0015606557655026979,0.15726038393238764,-0.1612492432575928,0.0016300678253173828,-0.0016399621963500977,1.0,2.0
6,1733537247.8233097,-44.99996654287309,69.99998658376099,0.0031939911140004148,-0.002594307504470962,0.16237084462182985,-0.2584129347420661,0.0017000436782836914,-0.002630949020385742,1.0,2.0
7,1733537247.827602,-44.99995174412615,69.99997150231856,0.003699686734426355,-0.0037703606059822517,0.12642390510648507,-0.29401327537782246,0.0013600587844848633,-0.0030179619789123535,1.0,2.0
8,1733537247.8319721,-44.99993790688446,69.99995170912273,0.0034593104215917543,-0.004948298956933121,-0.060094078208650155,-0.2944845877377173,-0.0004899501800537109,-0.0030579566955566406,1.0,2.0
9,1733537247.836111,-44.99992492367033,69.99992773593044,0.003245803533568786,-0.005993298069706271,-0.05337672200574206,-0.26124977819328754,-0.00042998790740966797,-0.002760946750640869,1.0,2.0
10,1733537247.8402889,-44.999914768259465,69.99989979922248,0.002538852716239203,-0.006984176992930831,-0.1767377043323958,-0.24771973080613996,-0.0016700029373168945,-0.002656996250152588,1.0,2.0
11,1733537247.8443687,-44.99991068659494,69.99986744902911,0.0010204161314714807,-0.008087548341793982,-0.3796091461919305,-0.2758428372157876,-0.003719925880432129,-0.0029679536819458008,1.0,2.0
12,1733537247.8484695,-44.99991260579179,69.99983073831217,-0.0004797992142790287,-0.009177679234470774,-0.37505383643762735,-0.27253272316919813,-0.003719925880432129,-0.0029679536819458008,1.0,2.0
13,1733537247.8525052,-44.99992045383969,69.99978971939794,-0.001962011975880532,-0.010254728556435444,-0.37055319040037576,-0.2692623304911677,-0.003719925880432129,-0.0029679536819458008,1.0,2.0
14,1733537247.856542,-44.99993415959243,69.9997444439848,-0.003426438184342817,-0.01131885328653654,-0.3661065521155713,-0.26603118252527375,-0.003719925880432129,-0.0029679536819458008,1.0,2.0
15,1733537247.8605125,-44.99996627692594,69.99969206712792,-0.008029333377302578,-0.013094214219034136,-1.1507237982399403,-0.44384023312439913,-0.011610031127929688,-0.004777967929840088,1.0,2.0
16,1733537247.8645089,-45.00001658490125,69.99963267404465,-0.012576993827946822,-0.014848270820341762,-1.136915112661061,-0.4385141503269064,-0.011610031127929688,-0.004777967929840088,1.0,2.0
