,time_stamp,ADMI_pitch_pos,ADMI_yaw_pos,ADMI_pitch_vel,ADMI_yaw_vel,ADMI_pitch_acc,ADMI_yaw_acc,pitch_torque,yaw_torque,task_num,target_num
0,1733537025.7268116,-45.000009361986116,70.00001456308951,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,2.0
1,1733537025.7312737,-45.00001005473514,70.0000143710195,-0.000173187255859375,-4.801750183105469e-05,-0.04329681396484375,-0.012004375457763672,-0.0004329681396484375,-0.00012004375457763672,1.0,2.0
2,1733537025.735658,-45.000009203087956,70.00001114132209,0.00021291179656982427,-0.0008074243545532227,0.09652476310729981,-0.18985171318054198,0.0009600520133972168,-0.0018999576568603516,1.0,2.0
3,1733537025.7397442,-45.00000650561958,70.00000425432086,0.0006743670936584474,-0.0017217503074645995,0.11536382427215577,-0.22858148822784422,0.0011600255966186523,-0.002310037612915039,1.0,2.0
4,1733537025.7437608,-45.00000198447987,69.99999375390347,0.001130284927182007,-0.00262510434894104,0.1139794583808899,-0.22583851036911012,0.0011600255966186523,-0.002310037612915039,1.0,2.0
5,1733537025.7478259,-44.99999566155289,69.9999796834309,0.001580731746703284,-0.0035176181419197634,0.11261170488031921,-0.22312844824468078,0.0011600255966186523,-0.002310037612915039,1.0,2.0
6,1733537025.7518563,-44.99998204641326,69.99995512582865,0.0034037849078815165,-0.006139400559665945,0.4557632902945581,-0.6554456044365454,0.00460505485534668,-0.006659984588623047,1.0,2.0
7,1733537025.7559094,-44.999961226567535,69.99992020694229,0.00520496143112561,-0.008729721588399172,0.45029413081102343,-0.6475802571833069,0.00460505485534668,-0.006659984588623047,1.0,2.0
8,1733537025.7603064,-44.999929515736596,69.99987289103491,0.007927707735016557,-0.01182897684645264,0.6806865759727365,-0.774813814513367,0.006963014602661133,-0.008010029792785645,1.0,2.0
9,1733537025.764485,-44.99988593901763,69.99981419089967,0.010894179742013253,-0.014675033808743451,0.7416180017491739,-0.7115142405727026,0.007654011249542236,-0.0074700117111206055,1.0,2.0
10,1733537025.7686107,-44.99983063880129,69.99974424314732,0.01382505408492599,-0.017486938087486772,0.7327185857281838,-0.7029760696858303,0.007654011249542236,-0.0074700117111206055,1.0,2.0
11,1733537025.7726905,-44.99976527735692,69.99966585475396,0.01634036109276723,-0.019597098339958416,0.6288267519603099,-0.5275400631179108,0.006703019142150879,-0.005800008773803711,1.0,2.0
12,1733537025.7768204,-44.99968997541926,69.99957912700728,0.018825484416514375,-0.0216819366694004,0.6212808309367862,-0.5212095823604959,0.006703019142150879,-0.005800008773803711,1.0,2.0
13,1733537025.7810628,-44.99960424583272,69.9994846719119,0.02143239663482724,-0.02361377384562736,0.6517280545782157,-0.4829592940567402,0.007082045078277588,-0.005480051040649414,1.0,2.0
14,1733537025.7850292,-44.999508213729094,69.99938258219599,0.024008025906520347,-0.0255224289757396,0.643907317923277,-0.47716378252805935,0.007082045078277588,-0.005480051040649414,1.0,2.0
15,1733537025.7890506,-44.999402002738584,69.99927294947501,0.026552747626953137,-0.02740818024429049,0.6361804301081977,-0.4714378171377226,0.007082045078277588,-0.005480051040649414,1.0,2.0
16,1733537025.7930808,-44.99928573500784,69.99915586426502,0.029066932686740734,-0.02927130249761877,0.6285462649468994,-0.4657805633320699,0.007082045078277588,-0.005480051040649414,1.0,2.0
17,1733537025.7972002,-44.999159531217735,69.99903141599589,0.03155094752581088,-0.031112067283907113,0.6210037097675366,-0.46019119657208507,0.007082045078277588,-0.005480051040649414,1.0,2.0
18,1733537025.8016415,-44.999050900985665,69.998913501084,0.027157558018294115,-0.02947872796966429,-1.0983473768791903,0.4083348285607057,-0.010036945343017578,0.0031499862670898438,1.0,2.0
19,1733537025.8057027,-44.99896479023206,69.9988049052038,0.021527688402091676,-0.027148970050434568,-1.4074674040506099,0.5824394798074304,-0.013259947299957275,0.004940032958984375,1.0,2.0
20,1733537025.8097873,-44.99890455917056,69.99870692453166,0.015057765374359836,-0.024495168036050056,-1.6174807569329597,0.6634505035961279,-0.015528976917266846,0.005820035934448242,1.0,2.0
21,1733537025.8141003,-44.998878982041774,69.99862216758595,0.006394282196581384,-0.021189236426111598,-2.1658707944446127,0.8264829024846151,-0.021206974983215332,0.0075299739837646484,1.0,2.0
22,1733537025.8183265,-44.99889064459305,69.99855116366263,-0.0029156378189279814,-0.017750980832528532,-2.3274800038773416,0.8595638983957664,-0.023082971572875977,0.007959961891174316,1.0,2.0
23,1733537025.8223114,-44.998939099948224,69.9984937477254,-0.012113838794251236,-0.014353984306068462,-2.2995502438308137,0.8492491316150171,-0.023082971572875977,0.007959961891174316,1.0,2.0
24,1733537025.8264363,-44.999023906593656,69.99844975671846,-0.021201661357870612,-0.010997751737925915,-2.271955640904844,0.839058142035637,-0.023082971572875977,0.007959961891174316,1.0,2.0
25,1733537025.8306754,-44.99915000751384,69.99842771751564,-0.03152523004614892,-0.005509800704985843,-2.5808921720695763,1.371987758235018,-0.026444971561431885,0.013389945030212402,1.0,2.0
26,1733537025.8346653,-44.99931690717748,69.9984273666953,-0.04172491591016789,-8.77050844410518e-05,-2.549921466004742,1.3555239051361978,-0.026444971561431885,0.013389945030212402,1.0,2.0
27,1733537025.8386796,-44.99952324558111,69.99844969216579,-0.051584600906672634,0.005581367624985327,-2.464921249126186,1.4172681773565947,-0.025900959968566895,0.014170050621032715,1.0,2.0
