,time_stamp,ADMI_pitch_pos,ADMI_yaw_pos,ADMI_pitch_vel,ADMI_yaw_vel,ADMI_pitch_acc,ADMI_yaw_acc,pitch_torque,yaw_torque,task_num,target_num
0,1733536693.2056444,-45.000009361986116,70.00001456308951,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0
1,1733536693.2096868,-45.00000382118602,70.00001550722708,0.001385200023651123,0.00023603439331054688,0.34630000591278076,0.05900859832763672,0.0034630000591278076,0.0005900859832763672,1.0,1.0
2,1733536693.2137096,-44.99999280607543,70.00001738417257,0.0027537776470184325,0.00046923637390136716,0.34214440584182737,0.05830049514770508,0.0034630000591278076,0.0005900859832763672,1.0,1.0
3,1733536693.2176955,-44.99997638234608,70.00002018273229,0.004105932338905334,0.0006996399307250976,0.33803867297172546,0.057600889205932614,0.0034630000591278076,0.0005900859832763672,1.0,1.0
4,1733536693.2217288,-44.99995461490138,70.00002389184687,0.005441861174489593,0.0009272786448669434,0.3339822088960647,0.05690967853546143,0.0034630000591278076,0.0005900859832763672,1.0,1.0
5,1733536693.2257762,-44.99992756786592,70.00002850058965,0.006761758864046841,0.001152185694439087,0.32997442238931196,0.05622676239303588,0.0034630000591278076,0.0005900859832763672,1.0,1.0
6,1733536693.2299356,-44.999863850174705,70.00003468614574,0.01592942280375982,0.001546389022380232,2.291915984928245,0.09855083198528625,0.023122012615203857,0.0010200738906860352,1.0,1.0
7,1733536693.2339213,-44.99976169068633,70.00004209351854,0.02553987209370113,0.0018518432031106927,2.4026123224853273,0.07636354518261516,0.024504005908966064,0.0008100271224975586,1.0,1.0
8,1733536693.237914,-44.99962155070236,70.00005070804627,0.03503499599216314,0.0021536319336723877,2.373780974615503,0.07544718264042378,0.024504005908966064,0.0008100271224975586,1.0,1.0
9,1733536693.2422535,-44.99943126677945,70.00005707533981,0.04757098072623131,0.0015918233846480066,3.133996183517041,-0.1404521372560953,0.0323910117149353,-0.0013399124145507812,1.0,1.0
10,1733536693.246291,-44.99919144064488,70.00006122236596,0.059956533643490656,0.001036756538211918,3.0963882293148366,-0.13876671160902213,0.0323910117149353,-0.0013399124145507812,1.0,1.0
11,1733536693.2504337,-44.998894596383956,70.0000583917561,0.07421106523046091,-0.0007076524662720156,3.5636328967425626,-0.4361022511209834,0.03743502497673035,-0.0043299198150634766,1.0,1.0
12,1733536693.2546718,-44.998536522241,70.00004669923953,0.08951853573977912,-0.002923129142536126,3.8268676273295528,-0.5538691690660277,0.04049500823020935,-0.0055599212646484375,1.0,1.0
13,1733536693.258901,-44.99811359458759,70.00002314713997,0.10573191335133757,-0.0058880248899448335,4.05334440288961,-0.7412239368521768,0.04321900010108948,-0.0074999332427978516,1.0,1.0
14,1733536693.2628746,-44.99762620762122,69.99998704578694,0.12184674159336151,-0.00902533825679284,4.028707060505985,-0.7843283417120015,0.043459028005599976,-0.00801992416381836,1.0,1.0
15,1733536693.266947,-44.99707513485363,69.99993854577149,0.13776819189648115,-0.012125003863238669,3.980362575779913,-0.7749164016114574,0.043459028005599976,-0.00801992416381836,1.0,1.0
16,1733536693.270926,-44.99646114051445,69.99987779587755,0.15349858479596337,-0.015187473482407149,3.9325982248705538,-0.7656174047921199,0.043459028005599976,-0.00801992416381836,1.0,1.0
17,1733536693.2752657,-44.99578079250776,69.99979244710912,0.17008700167312618,-0.02133719210811338,4.147104219290699,-1.5374296564265577,0.04607599973678589,-0.015829920768737793,1.0,1.0
